atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA13,alteplase
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA14,heparin
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA15,ascorbic acid
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA18,ciclosporin
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA19,"limbal stem cells, autologous"
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA20,artificial tears and other indifferent preparations
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA21,mercaptamine
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA22,ocriplasmin
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA23,sirolimus
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA24,cenegermin
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA25,lifitegrast
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA26,riboflavin
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA27,voretigene neparvovec
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA28,varenicline
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA29,sepofarsen
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA31,pegcetacoplan
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA32,avacincaptad pegol
S,sensory organs,S01,ophthalmologicals,S01X,other ophthalmologicals,S01XA,other ophthalmologicals,S01XA33,diquafosol
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA01,chloramphenicol
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA02,nitrofural
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA03,boric acid
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA04,aluminium acetotartrate
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA05,clioquinol
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA06,hydrogen peroxide
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA07,neomycin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA08,tetracycline
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA09,chlorhexidine
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA10,acetic acid
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA11,polymyxin b
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA12,rifamycin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA13,miconazole
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA14,gentamicin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA15,ciprofloxacin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA16,ofloxacin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA17,fosfomycin
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA18,cefmenoxime
S,sensory organs,S02,otologicals,S02A,antiinfectives,S02AA,antiinfectives,S02AA30,"antiinfectives, combinations"
S,sensory organs,S02,otologicals,S02B,corticosteroids,S02BA,corticosteroids,S02BA01,hydrocortisone
S,sensory organs,S02,otologicals,S02B,corticosteroids,S02BA,corticosteroids,S02BA03,prednisolone
S,sensory organs,S02,otologicals,S02B,corticosteroids,S02BA,corticosteroids,S02BA06,dexamethasone
S,sensory organs,S02,otologicals,S02B,corticosteroids,S02BA,corticosteroids,S02BA07,betamethasone
S,sensory organs,S02,otologicals,S02B,corticosteroids,S02BA,corticosteroids,S02BA08,fluocinolone acetonide
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA01,prednisolone and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA02,flumetasone and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA03,hydrocortisone and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA04,triamcinolone and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA05,fluocinolone acetonide and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA06,dexamethasone and antiinfectives
S,sensory organs,S02,otologicals,S02C,corticosteroids and antiinfectives in combination,S02CA,corticosteroids and antiinfectives in combination,S02CA07,fludrocortisone and antiinfectives
S,sensory organs,S02,otologicals,S02D,other otologicals,S02DA,analgesics and anesthetics,S02DA01,lidocaine
S,sensory organs,S02,otologicals,S02D,other otologicals,S02DA,analgesics and anesthetics,S02DA02,cocaine
S,sensory organs,S02,otologicals,S02D,other otologicals,S02DA,analgesics and anesthetics,S02DA03,phenazone
S,sensory organs,S02,otologicals,S02D,other otologicals,S02DA,analgesics and anesthetics,S02DA04,cinchocaine
S,sensory organs,S02,otologicals,S02D,other otologicals,S02DA,analgesics and anesthetics,S02DA30,combinations
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA01,neomycin
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA02,tetracycline
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA03,polymyxin b
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA04,chlorhexidine
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA05,hexamidine
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA06,gentamicin
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA07,ciprofloxacin
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA08,chloramphenicol
S,sensory organs,S03,ophthalmological and otological preparations,S03A,antiinfectives,S03AA,antiinfectives,S03AA30,"antiinfectives, combinations"
S,sensory organs,S03,ophthalmological and otological preparations,S03B,corticosteroids,S03BA,corticosteroids,S03BA01,dexamethasone
S,sensory organs,S03,ophthalmological and otological preparations,S03B,corticosteroids,S03BA,corticosteroids,S03BA02,prednisolone
S,sensory organs,S03,ophthalmological and otological preparations,S03B,corticosteroids,S03BA,corticosteroids,S03BA03,betamethasone
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA01,dexamethasone and antiinfectives
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA02,prednisolone and antiinfectives
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA04,hydrocortisone and antiinfectives
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA05,fludrocortisone and antiinfectives
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA06,betamethasone and antiinfectives
S,sensory organs,S03,ophthalmological and otological preparations,S03C,corticosteroids and antiinfectives in combination,S03CA,corticosteroids and antiinfectives in combination,S03CA07,methylprednisolone and antiinfectives
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA01,feather
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA02,grass pollen
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA03,house dust mites
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA04,mould fungus and yeast fungus
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA05,tree pollen
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA07,insects
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA08,food
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA09,textiles
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA10,flowers
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA11,animals
V,various,V01,allergens,V01A,allergens,V01AA,allergen extracts,V01AA20,various
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB01,ipecacuanha
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB02,nalorphine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB03,edetates
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB04,pralidoxime
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB05,prednisolone and promethazine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB06,thiosulfate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB08,sodium nitrite
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB09,dimercaprol
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB13,obidoxime
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB14,protamine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB15,naloxone
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB16,ethanol
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB17,methylthioninium chloride
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB18,potassium permanganate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB19,physostigmine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB20,copper sulfate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB21,potassium iodide
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB22,amyl nitrite
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB23,acetylcysteine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB24,digitalis antitoxin
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB25,flumazenil
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB26,methionine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB27,4-dimethylaminophenol
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB29,cholinesterase
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB31,prussian blue
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB32,glutathione
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB33,hydroxocobalamin
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB34,fomepizole
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB35,sugammadex
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB36,phentolamine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB37,idarucizumab
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB38,andexanet alfa
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AB,antidotes,V03AB54,pralidoxime and atropine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AC,iron chelating agents,V03AC01,deferoxamine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AC,iron chelating agents,V03AC02,deferiprone
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AC,iron chelating agents,V03AC03,deferasirox
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE01,polystyrene sulfonate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE02,sevelamer
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE03,lanthanum carbonate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE04,calcium acetate and magnesium carbonate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE05,sucroferric oxyhydroxide
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE06,colestilan
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE07,calcium acetate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE08,ferric citrate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE09,patiromer calcium
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE10,sodium zirconium cyclosilicate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF01,mesna
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF02,dexrazoxane
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF03,calcium folinate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF04,calcium levofolinate
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF05,amifostine
V,various,V03,all other therapeutic products,V03A,all other therapeutic products,V03AF,detoxifying agents for antineoplastic treatment,V03AF06,sodium folinate
