atc_code,atc_name,atc1,cat1,atc2,cat2,atc3,cat3,atc4,atc_category
R05DA10,thebacon,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,Opium alkaloids and derivatives
R05DA11,dimemorfan,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,Opium alkaloids and derivatives
R05DA12,acetyldihydrocodeine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,Opium alkaloids and derivatives
R05DB01,benzonatate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB02,benproperine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB03,clobutinol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB04,isoaminile,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB05,pentoxyverine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB07,oxolamine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB09,oxeladin,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB10,clofedanol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB11,pipazetate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB12,bibenzonium bromide,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB13,butamirate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB14,fedrilate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB15,zipeprol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB16,dibunate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB17,droxypropine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB18,prenoxdiazine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB19,dropropizine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB21,cloperastine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB22,meprotixol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB23,piperidione,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB24,tipepidine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB25,morclofone,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB26,nepinalone,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB27,levodropropizine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB28,dimethoxanate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05DB29,gefapixant,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants
R05FA01,opium derivatives / mucolytics,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05FA,Opium derivatives and expectorants
R05FA02,opium derivatives / expectorants,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05FA,Opium derivatives and expectorants
R05FB01,cough suppressants / mucolytics,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05FB,Other cough suppressants and expectorants
R05FB02,cough suppressants / expectorants,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05FB,Other cough suppressants and expectorants
R06AA01,bromazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA02,diphenhydramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA04,clemastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA06,chlorphenoxamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA07,diphenylpyraline,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA08,carbinoxamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA09,doxylamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA10,trimethobenzamide,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AA11,dimenhydrinate,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
R06AB01,brompheniramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB02,dexchlorpheniramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB03,dimetindene,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB04,chlorphenamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB05,pheniramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB06,dexbrompheniramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AB07,talastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
R06AC01,mepyramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AC02,histapyrrodine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AC03,chloropyramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AC04,tripelennamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AC05,methapyrilene,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AC06,thonzylamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
R06AD01,alimemazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD02,promethazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD03,thiethylperazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD04,methdilazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD05,hydroxyethylpromethazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD06,thiazinam,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD07,mequitazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD08,oxomemazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AD09,isothipendyl,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives
R06AE01,buclizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE03,cyclizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE04,chlorcyclizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE05,meclozine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE06,oxatomide,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE07,cetirizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AE09,levocetirizine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives
R06AX01,bamipine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX02,cyproheptadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX03,thenalidine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX04,phenindamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX05,antazoline,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX07,triprolidine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX08,pyrrobutamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX09,azatadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX11,astemizole,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX12,terfenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX13,loratadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX15,mebhydrolin,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX16,deptropine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX17,ketotifen,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX18,acrivastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX19,azelastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX21,tritoqualine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX22,ebastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX23,pimethixene,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX24,epinastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX25,mizolastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX26,fexofenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX27,desloratadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX28,rupatadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX29,bilastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX31,quifenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R06AX32,sequifenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use
R07AA01,colfosceril palmitate,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AA,Lung surfactants
R07AA02,natural phospholipids,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AA,Lung surfactants
R07AB01,doxapram,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB02,nikethamide,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB03,pentetrazol,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB04,etamivan,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB05,bemegride,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB06,prethcamide,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB07,almitrine,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB08,dimefline,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AB09,mepixanox,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
R07AX01,nitric oxide,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AX,Other respiratory system products
R07AX02,ivacaftor,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AX,Other respiratory system products
R07AX30,ivacaftor / lumacaftor,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AX,Other respiratory system products
R07AX31,ivacaftor / tezacaftor,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AX,Other respiratory system products
R07AX32,ivacaftor / tezacaftor / elexacaftor,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AX,Other respiratory system products
S01AA01,chloramphenicol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA02,chlortetracycline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA03,neomycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA04,oxytetracycline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA05,tyrothricin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA07,framycetin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA09,tetracycline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA10,natamycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA11,gentamicin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA12,tobramycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA13,fusidic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA14,benzylpenicillin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA15,dihydrostreptomycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA16,rifamycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA17,erythromycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA19,ampicillin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA20,antibiotics in combination with other drugs,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA21,amikacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA22,micronomicin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA23,netilmicin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA24,kanamycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA25,azidamfenicol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA26,azithromycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA27,cefuroxime,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
S01AA28,vancomycin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
